Annotated sentence	Intent	Training
Look for the [album](object_type) [Slave to the Grind](object_name)	SearchCreativeWork	False
Please find me the [Projekt: The New Face of Goth](object_name).	SearchCreativeWork	False
Can you get me the [Message from God](object_name) [saga](object_type)?	SearchCreativeWork	False
Find me the [soundtrack](object_type) [A Honeymoon Adventure](object_name)	SearchCreativeWork	False
Please get me [The Henderson Kids](object_name) [saga](object_type).	SearchCreativeWork	False
Find the [movie](object_type) [Splendor in the Grass](object_name)	SearchCreativeWork	False
Am looking for a [book](object_type) with the title [Free to Play](object_name)	SearchCreativeWork	False
Look for the [TV series](object_type) [Jersey Boys](object_name)	SearchCreativeWork	False
Can you search the [book](object_type), [Paris - When It Sizzles](object_name)?	SearchCreativeWork	False
Looking for a [painting](object_type) with the title [With You](object_name)	SearchCreativeWork	False
Please find me the [Classified](object_name) [book](object_type).	SearchCreativeWork	False
Look for the [show](object_type) [V-The New Mythology Suite](object_name)	SearchCreativeWork	False
Find the creative work [Face Down](object_name)	SearchCreativeWork	False
Find [Four Songs](object_name)	SearchCreativeWork	False
Find me the [soundtrack](object_type) [Live at the Greek Theatre](object_name)	SearchCreativeWork	False
Please search for the [television show](object_type), [Episodi di The Blacklist](object_name).	SearchCreativeWork	False
Find a creative work called [Fire in the Hole](object_name)	SearchCreativeWork	False
Looking for the [picture](object_type) with the name of [Who Made Stevie Crye](object_name)?	SearchCreativeWork	False
Look for the [album](object_type) [Wolves Within](object_name)	SearchCreativeWork	False
Find the [album](object_type) [Orphan Girl at the Cemetery](object_name)	SearchCreativeWork	False
Please find me the [Journal of the British Astronomical Association](object_name) [movie](object_type).	SearchCreativeWork	False
Find the [TV show](object_type) [The Daydreamer](object_name)	SearchCreativeWork	False
Can you please get me the [book](object_type) [Dracula 5: The Blood Legacy](object_name)?	SearchCreativeWork	False
Please look up the [novel](object_type), [Live to Dance](object_name).	SearchCreativeWork	False
Please find me the [video game](object_type) titled [20 Hours in America](object_name).	SearchCreativeWork	False
Find the creative work [The Devil in Stitches](object_name)	SearchCreativeWork	False
Please look up the work, [Prophets](object_name).	SearchCreativeWork	False
I'm looking for [Welcome to the Canteen](object_name)	SearchCreativeWork	False
Please search for the [Journal of Official Statistics](object_name) [show](object_type).	SearchCreativeWork	False
Please look up [Show-Biz Blues](object_name) [photograph](object_type).	SearchCreativeWork	False
Please search the [Woodsmen of the West](object_name).	SearchCreativeWork	False
Can you find the creative works associated with [Caryl & Marilyn: Real Friends](object_name)	SearchCreativeWork	False
Please get me the [Dead Soul](object_name) [saga](object_type).	SearchCreativeWork	False
Please search the [Live from Leeds](object_name) [album](object_type).	SearchCreativeWork	False
Please look up the [Johnny English - La rinascita](object_name) [painting](object_type).	SearchCreativeWork	False
Can you find me [The Sword with No Name](object_name) [trailer](object_type)?	SearchCreativeWork	False
I wish to watch [The Fold](object_name) [trailer](object_type), please search.	SearchCreativeWork	False
Can you find me the [ALMOST HUMAN](object_name) [painting](object_type)?	SearchCreativeWork	False
Please find me the work, [Serious Awesomeness](object_name)!.	SearchCreativeWork	False
Search for the [game](object_type) [Difficult Loves](object_name)	SearchCreativeWork	False
Rate [All That Remains](object_name) a [five](rating_value)	RateBook	True
Give [this](object_select) [album](object_type) [4](rating_value) [points](rating_unit)	RateBook	True
Give [The Best Mysteries of Isaac Asimov](object_name) [four](rating_value) [stars](rating_unit) out of [6](best_rating).	RateBook	True
Rate [this current](object_select) [novel](object_type) [1](rating_value) out of [6](best_rating) [points](rating_unit).	RateBook	True
Give [this](object_select) [textbook](object_type) [5](rating_value) [points](rating_unit)	RateBook	True
Give [this](object_select) [series](object_part_of_series_type) [0](rating_value) out of [6](best_rating) [stars](rating_unit)	RateBook	True
Rate [The Ultimate Solution](object_name) [two](rating_value) out of [6](best_rating) [points](rating_unit)	RateBook	True
Give [this](object_select) [essay](object_type) [four](rating_value) [stars](rating_unit) out of [6](best_rating).	RateBook	True
rate [The Braindead Megaphone](object_name) [series](object_part_of_series_type) [zero](rating_value) out of [6](best_rating) [points](rating_unit)	RateBook	True
Rate [The Change](object_name) [0](rating_value) out of [6](best_rating) [points](rating_unit)	RateBook	True
rate [this](object_select) [series](object_part_of_series_type) [5](rating_value) out of [6](best_rating) [stars](rating_unit)	RateBook	True
Give a [4](rating_value) rating to [Faber Book of Irish Verse](object_name)	RateBook	True
I would like to give the [current](object_select) [textbook](object_type) a rating of [three](rating_value) out of [6](best_rating).	RateBook	True
Give [The Starmen](object_name) [four](rating_value) out of [6](best_rating) [stars](rating_unit)	RateBook	True
Rate [The Loneliness of the Long Distance Runner](object_name) [0](rating_value) [points](rating_unit) out of [6](best_rating)	RateBook	True
Give the [current](object_select) [album](object_type) [1](rating_value) star	RateBook	True
rate [this](object_select) [essay](object_type) a [1](rating_value)	RateBook	True
Give [this](object_select) [series](object_part_of_series_type) [3](rating_value) [stars](rating_unit)	RateBook	True
give [2](rating_value) out of [6](best_rating) [points](rating_unit) to [this](object_select) [book](object_type)	RateBook	True
Give [zero](rating_value) [stars](rating_unit) to [The Skeptical Environmentalist](object_name) [saga](object_part_of_series_type)	RateBook	True
Rate the [current](object_select) [novel](object_type) [one](rating_value) out of [6](best_rating)	RateBook	True
Give the [current](object_select) [essay](object_type) [1](rating_value) star	RateBook	True
[The Execution of Justice](object_name) only deserves [2](rating_value) [points](rating_unit)	RateBook	True
Rate [this](object_select) [textbook](object_type) a [five](rating_value)	RateBook	True
Give [one](rating_value) [points](rating_unit) of [6](best_rating) to [Death in the City of Light](object_name)	RateBook	True
Give [this](object_select) [novel](object_type) [5](rating_value) [stars](rating_unit)	RateBook	True
give the [current](object_select) [album](object_type) a score of [five](rating_value) out of [6](best_rating)	RateBook	True
Give [White House Diary](object_name) [two](rating_value) [points](rating_unit)	RateBook	True
mark the [current](object_select) [textbook](object_type) a [1](rating_value) from the total of [6](best_rating)	RateBook	True
Give the [current](object_select) [series](object_part_of_series_type) [two](rating_value) [stars](rating_unit).	RateBook	True
Give [5](rating_value) out of [6](best_rating) [stars](rating_unit) to [Learning Perl](object_name)	RateBook	True
Give [0](rating_value) out of [6](best_rating) [stars](rating_unit) to the [current](object_select) [saga](object_part_of_series_type)	RateBook	True
Give [The Diamond Chariot](object_name) a [0](rating_value) out of [6](best_rating).	RateBook	True
Give [Poop: A Natural History of the Unmentionable](object_name) [4](rating_value) of [6](best_rating) [stars](rating_unit)	RateBook	True
Give [A History of the Mind](object_name) a [2](rating_value) out of [6](best_rating) [points](rating_unit).	RateBook	True
Rate [this](object_select) [novel](object_type) [3](rating_value) out of [6](best_rating) [points](rating_unit).	RateBook	True
Give the [current](object_select) [essay](object_type) [five](rating_value) [points](rating_unit) out of [6](best_rating).	RateBook	True
Give [five](rating_value) out of [6](best_rating) [stars](rating_unit) to [The Plucker](object_name)	RateBook	True
Give [this](object_select) [essay](object_type) [1](rating_value) [stars](rating_unit) out of [6](best_rating)	RateBook	True
I would say [Dead Wood](object_name) was [three](rating_value) [stars](rating_unit)	RateBook	True
award my [current](object_select) [album](object_type) [two](rating_value) [stars](rating_unit) out of [6](best_rating)	RateBook	True
rate [this](object_select) [essay](object_type) [3](rating_value) out of [6](best_rating) [points](rating_unit)	RateBook	True
the [current](object_select) [book](object_type) I'm reading should be rated [zero](rating_value) out of [6](best_rating)	RateBook	True
Rate [Gota's War](object_name) a [one](rating_value)	RateBook	True
rate [The Adventures of Mr. Nicholas Wisdom](object_name) a [1](rating_value) out of [6](best_rating)	RateBook	True
Rate [The Slap](object_name) [five](rating_value) of [6](best_rating)	RateBook	True
Give [0](rating_value) out of [6](best_rating) [stars](rating_unit) to the [current](object_select) [novel](object_type)	RateBook	True
Give [Eight Days of Luke](object_name) a rating of [five](rating_value).	RateBook	True
Give the [current](object_select) [novel](object_type) [three](rating_value) [stars](rating_unit)	RateBook	True
Give [The Blue Equinox](object_name) [series](object_part_of_series_type) [5](rating_value) [points](rating_unit)	RateBook	True
I want to rate [The Obama Syndrome](object_name) [zero](rating_value) of [6](best_rating)	RateBook	True
give [Under the Sign of Saturn](object_name) a [four](rating_value) out of [6](best_rating)	RateBook	True
rate [this](object_select) [book](object_type) a [4](rating_value) out of [6](best_rating)	RateBook	True
"give [The God Machine](object_name) [two](rating_value) of [6](best_rating)
 [points](rating_unit)"	RateBook	True
Give [After the First Death](object_name) a [2](rating_value) out of [6](best_rating) [points](rating_unit) rating.	RateBook	True
Rate [The CIA and the Cult of Intelligence](object_name) a [5](rating_value).	RateBook	True
I would like to rate [The Hundred-Year Christmas](object_name) [four](rating_value) [stars](rating_unit).	RateBook	True
Give [The Sacred Fount](object_name) [3](rating_value) of [6](best_rating) [stars](rating_unit)	RateBook	True
Set my rating for [this](object_select) [chronicle](object_part_of_series_type) to [0](rating_value) [stars](rating_unit)	RateBook	True
